amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	signature-confirmation-recommended 
000-0505994-0369830	000-0505994-0369830	2023-02-25T18:43:12+00:00	2023-02-27T11:20:49+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	2	USD	358.16	31.78							NEW YORK	NY	10023-7703	US		FALSE			FALSE
003-0945863-9309840	003-0945863-9309840	2023-02-25T18:43:05+00:00	2023-02-26T16:24:47+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	5.42							FRISCO	TX	75034-3883	US		FALSE			FALSE
002-0594409-9485062	002-0594409-9485062	2023-02-25T18:24:09+00:00	2023-03-01T20:49:59+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	68.45	4.79							MARCO ISLAND	FL	34145-4441	US		FALSE			FALSE
002-5034200-9223423	002-5034200-9223423	2023-02-25T18:11:03+00:00	2023-02-26T01:31:59+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	2.17							VERNON HILLS	IL	60061-2006	US		FALSE			FALSE
004-4504963-5946660	004-4504963-5946660	2023-02-25T17:08:54+00:00	2023-02-27T07:53:59+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	68.45	6.91							BELLEVUE	WA	98004-8428	US		FALSE			FALSE
004-4504963-5946660	004-4504963-5946660	2023-02-25T17:08:54+00:00	2023-02-27T07:53:59+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	68.45	6.91							BELLEVUE	WA	98004-8428	US		FALSE			FALSE
000-5353339-9548243	000-5353339-9548243	2023-02-25T16:52:49+00:00	2023-02-26T07:47:47+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	4.6							COUNCIL BLUFFS	IA	51503-2520	US		FALSE			FALSE
000-0266050-4625036	000-0266050-4625036	2023-02-25T16:47:12+00:00	2023-02-26T08:21:59+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95								Bayside	New York	11364	US		FALSE			FALSE
003-9582305-2003408	003-9582305-2003408	2023-02-25T15:30:46+00:00	2023-02-26T03:28:14+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	5.07							ROCHESTER	MI	48306-4797	US		FALSE			FALSE
004-4380080-3820830	004-4380080-3820830	2023-02-25T13:09:45+00:00	2023-02-28T19:27:27+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	1.2							MINOA	NY	13116-1138	US		FALSE			FALSE
000-9353082-9895468	000-9353082-9895468	2023-02-25T12:04:28+00:00	2023-02-26T22:06:36+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03								NEW YORK	NY	10075-0282	US		FALSE			FALSE
000-4403205-5389860	000-4403205-5389860	2023-02-25T09:35:31+00:00	2023-03-01T21:51:52+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	164.9								NEW CASTLE	DE	19726	US		FALSE			FALSE
004-6353523-3003430	004-6353523-3003430	2023-02-25T06:15:48+00:00	2023-02-26T20:20:15+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	259.88	18.19							MUSCATINE	IA	52761-9603	US		FALSE			FALSE
002-8653480-0280232	002-8653480-0280232	2023-02-25T06:09:32+00:00	2023-02-26T07:57:57+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	6.24							MANHATTAN BEACH	CA	90266-3933	US		FALSE			FALSE
003-0232032-8585006	003-0232032-8585006	2023-02-25T05:44:40+00:00	2023-02-27T20:02:53+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	182	13.2							REDDING	CA	96002-9542	US		TRUE			FALSE
003-0334333-0538634	003-0334333-0538634	2023-02-25T05:41:36+00:00	2023-03-02T00:18:57+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	94.03	8.93							MANHATTAN BEACH	CA	90266-6715	US		FALSE			FALSE
002-5243354-3920050	002-5243354-3920050	2023-02-25T04:46:27+00:00	2023-02-27T08:57:04+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	27.95	2.45	0.22	0.02					National City	CA	91950-1933	US		FALSE			FALSE
004-2202533-3656202	004-2202533-3656202	2023-02-25T04:42:32+00:00	2023-02-25T15:47:39+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	79.85	3.87							Fairmont	OK	73736	US		FALSE			FALSE
004-3844042-0234606	004-3844042-0234606	2023-02-25T04:34:20+00:00	2023-03-01T19:32:11+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	29.95		0.75					0.75	ALLENTOWN	PA	18102-3712	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
000-9304605-3059444	000-9304605-3059444	2023-02-25T03:37:12+00:00	2023-02-25T08:23:55+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	2.62							FOUNTAIN VALLEY	CA	92708-5215	US		FALSE			FALSE
003-0405953-0064208	003-0405953-0064208	2023-02-25T03:19:15+00:00	2023-02-25T18:17:05+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	56.51	3.11							POLAND	ME	04274-5949	US		FALSE			FALSE
002-0439604-5949820	002-0439604-5949820	2023-02-25T02:58:41+00:00	2023-02-25T21:43:59+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	271.69	21.06							VILLA PARK	CA	92861-6334	US		FALSE			FALSE
000-3095222-3620823	000-3095222-3620823	2023-02-25T01:40:34+00:00	2023-03-01T04:10:09+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	236.25	3.83							NEWTON CENTER	MA	02459-2849	US		FALSE			FALSE
004-9032968-9540255	004-9032968-9540255	2023-02-25T01:17:14+00:00	2023-02-28T07:12:11+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	68.45	4.28	7.47					7.47	BOURBONNAIS	IL	60914-1609	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
000-3840695-3582660	000-3840695-3582660	2023-02-24T23:24:13+00:00	2023-02-25T19:34:32+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	75.13		7.79					7.79	BEAVERTON	OR	97008-6435	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
003-2820629-0643403	003-2820629-0643403	2023-02-24T23:23:02+00:00	2023-03-04T16:52:19+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	54.95								Portland	OR	97205	US		FALSE			FALSE
004-3630090-9800633	004-3630090-9800633	2023-02-24T23:21:16+00:00	2023-02-26T15:05:00+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95								BROOKLYN	NY	11201-1295	US		FALSE			FALSE
002-9362226-9422630	002-9362226-9422630	2023-02-24T23:03:00+00:00	2023-02-25T14:46:04+00:00	Cancelled	Amazon	Amazon.com			Standard	REDACTED_2	Cancelled	0										NORTH BRANCH	MN	55056-6138	US		FALSE			FALSE
002-4020500-9260858	002-4020500-9260858	2023-02-24T21:48:32+00:00	2023-02-25T21:24:56+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	5.64							ROCHESTER	MI	48307-1569	US		FALSE			FALSE
000-0556430-0560253	000-0556430-0560253	2023-02-24T21:39:47+00:00	2023-02-26T18:32:12+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	29.95	2.4	7.08					7.08	LAKE CITY	SC	29560-3611	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
004-4903343-2500460	004-4903343-2500460	2023-02-24T20:41:38+00:00	2023-02-25T21:31:24+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	67.21	4.03							GRAND RAPIDS	MI	49506-4511	US		FALSE			FALSE
003-4903896-8406255	003-4903896-8406255	2023-02-24T19:46:02+00:00	2023-02-27T20:03:55+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	7.29							ATLANTA	GA	30342-2284	US		FALSE			FALSE
002-2036022-4435443	002-2036022-4435443	2023-02-24T17:47:46+00:00	2023-02-26T12:25:42+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	54.95	4.93							YUKON	OK	73099-8677	US		FALSE			FALSE
000-8500500-2324243	000-8500500-2324243	2023-02-24T15:45:56+00:00	2023-02-28T03:17:36+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	179.08	14.51							COLBERT	WA	99005-9086	US		FALSE			FALSE
000-3905020-5336254	000-3905020-5336254	2023-02-24T15:45:56+00:00	2023-02-28T18:33:05+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	179.08	14.51							COLBERT	WA	99005-9086	US		FALSE			FALSE
000-4264030-9304642	000-4264030-9304642	2023-02-24T14:11:08+00:00	2023-02-25T21:17:22+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	4.6							FORT LAUDERDALE	FL	33305-3607	US		FALSE			FALSE
000-5609834-3952249	000-5609834-3952249	2023-02-24T13:32:32+00:00	2023-02-25T19:50:27+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	6.58							PALM HARBOR	FL	34683-0008	US		FALSE			FALSE
004-4493365-2059439	004-4493365-2059439	2023-02-24T13:09:42+00:00	2023-02-27T23:20:13+00:00	Shipped	Amazon	Amazon.com			NextDay	REDACTED_2	Shipped	1	USD	131.83	13.51							LONG BEACH	CA	90808-3038	US		FALSE			FALSE
004-5552444-0683425	004-5552444-0683425	2023-02-24T13:06:16+00:00	2023-02-25T21:56:29+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	259.88	18.19							MUSCATINE	IA	52761-9603	US		FALSE			FALSE
000-9549609-0333843	000-9549609-0333843	2023-02-24T11:54:27+00:00	2023-02-25T21:53:39+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	12.99	0.91							OVIEDO	FL	32765-7460	US		FALSE			FALSE
000-4328289-8329029	000-4328289-8329029	2023-02-24T07:24:00+00:00	2023-02-26T08:46:33+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	181.53	17.25							Studio City	CA	91604	US		FALSE			FALSE
004-9435240-2633805	004-9435240-2633805	2023-02-24T06:22:13+00:00	2023-02-26T08:57:58+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	5.42							WOLFFORTH	TX	79382-3315	US		FALSE			FALSE
004-9030333-3045804	004-9030333-3045804	2023-02-24T06:00:39+00:00	2023-02-25T19:38:01+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	54.95	5.63							BELLFLOWER	CA	90706-6369	US		FALSE			FALSE
003-9094402-4334644	003-9094402-4334644	2023-02-24T05:43:43+00:00	2023-02-25T07:55:39+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	141.28	12.54							NEW YORK	NY	10022-2217	US		FALSE			FALSE
002-9063830-4360848	002-9063830-4360848	2023-02-24T04:31:53+00:00	2023-02-25T12:46:41+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	443.1	32.12							KIRTLAND	OHIO	44094-6804	US		FALSE			FALSE
002-3643039-2255430	002-3643039-2255430	2023-02-24T03:07:59+00:00	2023-02-24T13:56:15+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	5.07							ARLINGTON	VA	22213-1348	US		FALSE			FALSE
002-9853503-4843453	002-9853503-4843453	2023-02-24T02:57:38+00:00	2023-02-26T05:29:02+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	250.92								MAPLE SHADE	NJ	08052-2301	US		FALSE			FALSE
000-2669050-0320206	000-2669050-0320206	2023-02-24T01:20:33+00:00	2023-02-26T18:31:25+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	29.95	2.77							Stringtown	OK	74569	US		FALSE			FALSE
002-6339923-3433826	002-6339923-3433826	2023-02-23T23:32:19+00:00	2023-02-25T08:22:44+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	3.07							hawthorne	CA	90250	US		FALSE			FALSE
004-3860634-4833854	004-3860634-4833854	2023-02-23T22:31:13+00:00	2023-02-27T10:37:04+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	67.21	4.37							North fort myers	Fl	33917	US		FALSE			FALSE
002-6460045-4882603	002-6460045-4882603	2023-02-23T21:37:29+00:00	2023-02-24T07:09:27+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	55.53								MILFORD	DE	19963	US		FALSE			FALSE
003-2423823-5508249	003-2423823-5508249	2023-02-23T20:59:50+00:00	2023-02-24T20:30:00+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	67.21	6.55							MARTINEZ	CA	94553-4458	US		FALSE			FALSE
004-2343545-9488205	004-2343545-9488205	2023-02-23T19:37:55+00:00	2023-02-24T20:04:11+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	2.32							EASTVALE	CA	91752	US		FALSE			FALSE
002-3502330-6536233	002-3502330-6536233	2023-02-23T19:22:05+00:00	2023-02-27T17:47:33+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	131.83	12.52							BENTONVILLE	AR	72713-7793	US		FALSE			FALSE
002-2265233-4025849	002-2265233-4025849	2023-02-23T18:34:36+00:00	2023-02-25T05:52:22+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	210	15.75							South Elgin	IL	60177-2207	US		FALSE			FALSE
000-4393335-0936242	000-4393335-0936242	2023-02-23T18:26:20+00:00	2023-02-27T19:14:55+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	179.08								CANNON BEACH	OR	97110-3253	US		FALSE			FALSE
000-0222540-0238643	000-0222540-0238643	2023-02-23T17:52:07+00:00	2023-02-27T01:46:41+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	65.68	4.27							KETCHIKAN	AK	99901-9551	US		FALSE			FALSE
003-8828430-0492203	003-8828430-0492203	2023-02-23T17:07:28+00:00	2023-02-24T08:39:03+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	12.99	0.78							VIRGINIA BEACH	VA	23452-3712	US		FALSE			FALSE
002-3459840-3335436	002-3459840-3335436	2023-02-23T16:19:46+00:00	2023-02-24T00:22:10+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	4.47							BUFFALO	NY	14207-2823	US		FALSE			FALSE
002-3836593-0469804	002-3836593-0469804	2023-02-23T16:17:51+00:00	2023-02-24T21:59:12+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	259.88	23.71							SUNNYVALE	CA	94087-5046	US		FALSE			FALSE
004-4434502-4849803	004-4434502-4849803	2023-02-23T14:41:15+00:00	2023-02-27T07:23:57+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	55.53		3.64						Newark	NJ	7103	US		FALSE			FALSE
000-4309634-0653056	000-4309634-0653056	2023-02-23T14:38:00+00:00	2023-02-28T07:29:38+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	89.3	8.39							VAIL	CO	81657-5125	US		FALSE			FALSE
000-0534309-0689835	000-0534309-0689835	2023-02-23T14:11:57+00:00	2023-02-28T23:14:05+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	42.62	1.86							Ardsley	NY	10502	US		FALSE			FALSE
004-3682608-5083462	004-3682608-5083462	2023-02-23T13:32:35+00:00	2023-02-24T22:20:34+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	94.03	7.29							SAN DIEGO	CA	92154-6220	US		FALSE			FALSE
004-3822593-2848263	004-3822593-2848263	2023-02-23T12:04:26+00:00	2023-02-24T04:37:29+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	55.53	2.29							WALDEN	NY	12586-2105	US		FALSE			FALSE
004-8000558-0046635	004-8000558-0046635	2023-02-23T05:45:36+00:00	2023-02-24T19:54:36+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	23.57	8.31					8.31	MANHATTAN BEACH	CA	90266-6318	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
000-4439322-3006226	000-4439322-3006226	2023-02-23T04:55:11+00:00	2023-02-24T08:51:27+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	2.1							WESTON	FL	33327-1214	US		FALSE			FALSE
003-3380630-3409863	003-3380630-3409863	2023-02-23T04:46:55+00:00	2023-02-27T17:37:56+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	131.83	9.89							GRAVETTE	AR	72736-6500	US		FALSE			FALSE
004-3086309-5663400	004-3086309-5663400	2023-02-23T04:12:54+00:00	2023-02-24T04:53:36+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	75.13	5.26							SAINT PETERSBURG	FL	33704-3852	US		FALSE			FALSE
000-3503433-3340808	000-3503433-3340808	2023-02-23T03:52:08+00:00	2023-02-28T00:17:44+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	23.57							LOS ANGELES	CA	90024-5871	US		FALSE			FALSE
004-8356336-9865053	004-8356336-9865053	2023-02-23T03:34:01+00:00	2023-02-25T21:21:43+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	5.92							GULF BREEZE	FL	32563-5522	US		FALSE			FALSE
000-5802002-3038640	000-5802002-3038640	2023-02-23T02:41:59+00:00	2023-02-26T22:05:49+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	259.88	23.39							N CHARLESTON	SC	29405-4053	US		FALSE			FALSE
004-0046235-4000824	004-0046235-4000824	2023-02-23T02:14:25+00:00	2023-02-26T00:13:45+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_1	Shipped	1	USD	111	10.21							NEW ORLEANS	LA	70123-2297	US		FALSE			FALSE
003-0589385-9300069	003-0589385-9300069	2023-02-23T01:48:12+00:00	2023-02-26T08:16:54+00:00	Cancelled	Amazon	Amazon.com			Expedited	REDACTED_1	Cancelled	0										APOPKA	FL	32703-7150	US		FALSE			FALSE
000-0630343-4658635	000-0630343-4658635	2023-02-23T01:11:24+00:00	2023-02-23T07:02:15+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	55.53								Belchertown	MA	1007	US		FALSE			FALSE
002-3390323-2035448	002-3390323-2035448	2023-02-23T01:00:22+00:00	2023-02-23T21:36:59+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	9.92							CODY	WY	82414-8829	US		FALSE			FALSE
004-5940939-6030630	004-5940939-6030630	2023-02-23T00:42:35+00:00	2023-02-23T14:28:54+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68								WEST CHESTER	PA	19382-7585	US		FALSE			FALSE
000-4928666-4622602	000-4928666-4622602	2023-02-23T00:08:39+00:00	2023-02-24T12:24:05+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06								ANCHORAGE	AK	99516-7530	US		FALSE			FALSE
003-5833946-8022630	003-5833946-8022630	2023-02-23T00:07:57+00:00	2023-02-23T02:53:52+00:00	Shipped	Amazon	Amazon.com			NextDay	REDACTED_2	Shipped	1	USD	0								DALLAS	TX	75254-2703	US		FALSE			FALSE
000-3633228-5294635	000-3633228-5294635	2023-02-22T23:59:49+00:00	2023-02-24T20:00:39+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	7.3							SAN FRANCISCO	CALIFORNIA	94124-2030	US		FALSE			FALSE
000-5356003-2900609	000-5356003-2900609	2023-02-22T23:40:25+00:00	2023-02-23T15:17:39+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	2	USD	169.16	7.82							WOODBURY	NY	11797-1915	US		FALSE			FALSE
000-5356003-2900609	000-5356003-2900609	2023-02-22T23:40:25+00:00	2023-02-23T15:17:39+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	3.91							WOODBURY	NY	11797-1915	US		FALSE			FALSE
004-5045206-8332220	004-5045206-8332220	2023-02-22T23:39:28+00:00	2023-02-23T03:55:01+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68								LIVINGSTON	NJ	07039-6211	US		FALSE			FALSE
004-3350844-3596222	004-3350844-3596222	2023-02-22T21:12:17+00:00	2023-02-25T01:58:00+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	101.59		7.58					7.58	MINNEAPOLIS	MN	55418-2331	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
