amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	signature-confirmation-recommended 
004-4360893-4000200	004-4360893-4000200	2023-02-22T20:54:43+00:00	2023-02-24T05:02:01+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	65.68	3.04							HUNTINGTON	NY	11743-1358	US		FALSE			FALSE
004-0236263-9890603	004-0236263-9890603	2023-02-22T20:45:37+00:00	2023-02-26T03:05:00+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	75.13	6.57							BLOOMINGTON	IL	61704-9207	US		FALSE			FALSE
004-3548805-3093056	004-3548805-3093056	2023-02-22T20:43:50+00:00	2023-02-24T01:56:29+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	75.13								SOUTHBOROUGH	MA	01772-1212	US		FALSE			FALSE
004-0604088-2565034	004-0604088-2565034	2023-02-22T20:36:44+00:00	2023-02-24T00:32:18+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	5.64							ROCHESTER HILLS	MI	48307-5923	US		FALSE			FALSE
000-4003303-5534600	000-4003303-5534600	2023-02-22T18:28:34+00:00	2023-02-26T07:04:29+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.62	3.09							EL DORADO HILLS	CA	95762-6565	US		FALSE			FALSE
002-4060364-0099403	002-4060364-0099403	2023-02-22T18:09:05+00:00	2023-02-23T03:41:48+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.62								LIVINGSTON	NJ	07039-4725	US		FALSE			FALSE
004-2253890-2045820	004-2253890-2045820	2023-02-22T17:57:41+00:00	2023-02-23T10:22:13+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	248.06	19.97							SCOTTSDALE	AZ	85260-5406	US		FALSE			FALSE
003-0300334-9223465	003-0300334-9223465	2023-02-22T17:20:08+00:00	2023-02-23T05:19:23+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	250.92	22.27							NEW YORK	NY	10001-1366	US		FALSE			FALSE
000-4349338-0869040	000-4349338-0869040	2023-02-22T16:34:44+00:00	2023-02-23T14:29:50+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	271.69	16.3							HALETHORPE	MD	21227-4926	US		FALSE			FALSE
000-9323060-4560200	000-9323060-4560200	2023-02-22T16:13:46+00:00	2023-02-22T19:29:43+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	358.45								WILKES BARRE	PA	18702-7912	US		FALSE			FALSE
002-3369960-3860205	002-3369960-3860205	2023-02-22T16:11:05+00:00	2023-02-23T11:55:21+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	91.52	7.55							HOUSTON	TX	77008-6738	US		FALSE			FALSE
002-0098083-0602634	002-0098083-0602634	2023-02-22T16:07:22+00:00	2023-02-23T21:29:42+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	23.81							SHAWNEE	KS	66226-7910	US		FALSE			FALSE
004-5340094-2062648	004-5340094-2062648	2023-02-22T14:28:50+00:00	2023-02-23T08:21:32+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	75.13								SCHWENKSVILLE	PA	19473-2066	US		FALSE			FALSE
002-6633639-5052203	002-6633639-5052203	2023-02-22T14:26:11+00:00	2023-02-27T19:03:41+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	259.88	23.06	8.12					8.12	NEW YORK	NY	10016-1101	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
000-3638524-3304665	000-3638524-3304665	2023-02-22T12:14:58+00:00	2023-02-22T12:43:24+00:00	Cancelled	Amazon	Amazon.com			Expedited	REDACTED_2	Cancelled	0										LOS ANGELES	CA	90010-3003	US		FALSE			FALSE
002-4098630-3403005	002-4098630-3403005	2023-02-22T09:10:05+00:00	2023-02-23T05:11:10+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	55.53	3.33							TWIN FALLS	ID	83301-3044	US		FALSE			FALSE
000-3084208-3080846	000-3084208-3080846	2023-02-22T05:53:17+00:00	2023-02-23T16:02:57+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.62	2.56							Baltimore	Maryland	21208-3401	US		FALSE			FALSE
004-0083024-8238635	004-0083024-8238635	2023-02-22T05:09:25+00:00	2023-02-23T10:22:39+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	131.83	10.55							WOODLAND	CA	95695-4007	US		FALSE			FALSE
003-0390538-0006222	003-0390538-0006222	2023-02-22T03:47:40+00:00	2023-02-22T20:08:03+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	0								NEW YORK	NY	10007-0118	US		FALSE			FALSE
004-2360320-3035434	004-2360320-3035434	2023-02-22T02:36:13+00:00	2023-02-24T13:58:14+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	75.13								HARRISON CITY	PA	15636-1445	US		FALSE			FALSE
000-9630430-5640256	000-9630430-5640256	2023-02-22T02:33:18+00:00	2023-02-22T22:51:47+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	131.83	9.23							MIAMI BEACH	FL	33141	US		FALSE			FALSE
003-9050242-9300020	003-9050242-9300020	2023-02-22T01:05:46+00:00	2023-02-22T01:44:44+00:00	Cancelled	Amazon	Amazon.com			Expedited	REDACTED_1	Cancelled	0										BESSEMER	AL	35023-7092	US		FALSE			FALSE
000-8836898-4265809	000-8836898-4265809	2023-02-22T01:03:41+00:00	2023-02-22T19:30:43+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	3.38							Cicero	NY	13039-7007	US		FALSE			FALSE
002-3052333-4003803	002-3052333-4003803	2023-02-22T00:19:06+00:00	2023-02-22T10:38:28+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	259.88	5.31							NORFOLK	MA	02056-1048	US		FALSE			FALSE
002-8062536-3340245	002-8062536-3340245	2023-02-21T23:35:04+00:00	2023-02-22T21:01:09+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	131.83								BOSTON	MA	02128-4947	US		FALSE			FALSE
004-5923669-0338602	004-5923669-0338602	2023-02-21T23:30:00+00:00	2023-02-23T05:18:13+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58								NORTH HAMPTON	NH	03862-2217	US		FALSE			FALSE
002-3043553-3505063	002-3043553-3505063	2023-02-21T23:25:38+00:00	2023-02-22T03:14:57+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	209	16.72							RICHLAND	NY	13144-4403	US		FALSE			FALSE
002-3883539-3025044	002-3883539-3025044	2023-02-21T22:36:48+00:00	2023-02-21T22:51:20+00:00	Cancelled	Amazon	Amazon.com			Expedited	REDACTED_2	Cancelled	0										irvine	California	92620	US		FALSE			FALSE
002-2083228-8498650	002-2083228-8498650	2023-02-21T22:30:11+00:00	2023-02-22T19:19:21+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	6.55							irvine	California	92620	US		FALSE			FALSE
003-3058683-0438656	003-3058683-0438656	2023-02-21T22:20:03+00:00	2023-02-25T18:24:09+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06								HOLMDEL	NJ	07733-2929	US		FALSE			FALSE
003-9040434-3549003	003-9040434-3549003	2023-02-21T22:12:43+00:00	2023-02-22T02:59:54+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	75.13								SKILLMAN	NJ	08558-2322	US		FALSE			FALSE
004-3930344-0063405	004-3930344-0063405	2023-02-21T21:03:29+00:00	2023-02-22T16:56:38+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	75.13	6.86							LOS ALTOS	CA	94022-1219	US		FALSE			FALSE
004-3058803-4234666	004-3058803-4234666	2023-02-21T20:32:59+00:00	2023-02-22T19:57:54+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	94.03	6.58							Coral Gables	FL	33143	US		FALSE			FALSE
000-5030509-3069824	000-5030509-3069824	2023-02-21T20:15:05+00:00	2023-02-22T20:22:56+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	7.44							PARADISE VALLEY	AZ	85253-4286	US		FALSE			FALSE
002-0230540-8630609	002-0230540-8630609	2023-02-21T19:52:36+00:00	2023-02-22T00:57:45+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	179.08	15.94							ATLANTA	GA	30309-2725	US		FALSE			FALSE
003-6390900-4436203	003-6390900-4436203	2023-02-21T19:23:27+00:00	2023-03-20T21:34:22+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	84.58	7.4							SAN RAMON	CA	94582-5392	US		FALSE			FALSE
002-4339006-8033006	002-4339006-8033006	2023-02-21T19:04:55+00:00	2023-02-23T02:36:34+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	56.51	3.39							GARDEN CITY	ID	83714-9362	US		FALSE			FALSE
000-0398806-3303040	000-0398806-3303040	2023-02-21T18:50:19+00:00	2023-02-23T05:27:01+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	55.53	4.58							JOHNSON CITY	TX	78636-4105	US		FALSE			FALSE
004-2629055-0048250	004-2629055-0048250	2023-02-21T18:45:20+00:00	2023-02-23T19:49:32+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	209	13.59							DICKINSON	ND	58601-5848	US		FALSE			FALSE
002-6489208-8903008	002-6489208-8903008	2023-02-21T17:31:13+00:00	2023-02-22T05:34:07+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.62	3.2							GAINESVILLE	FL	32653-2984	US		FALSE			FALSE
000-0830056-2395433	000-0830056-2395433	2023-02-21T16:50:34+00:00	2023-02-22T05:23:19+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	271.69	19.02							PALM HARBOR	FL	34684-1727	US		FALSE			FALSE
000-2339083-2003806	000-2339083-2003806	2023-02-21T16:02:06+00:00	2023-02-23T00:03:38+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	64.14	4.01							RICHMOND	TX	77406-6996	US		FALSE			FALSE
003-3830803-6830439	003-3830803-6830439	2023-02-21T15:17:30+00:00	2023-02-25T19:11:43+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_1	Shipped	1	USD	12.99	0.94	2.09					2.09	THOUSAND OAKS	CA	91362-3048	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
003-0040226-5530668	003-0040226-5530668	2023-02-21T15:16:29+00:00	2023-02-22T20:57:05+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	55.53	4.3							SPRINGVILLE	CA	93265-9785	US		FALSE			FALSE
000-5353805-6888269	000-5353805-6888269	2023-02-21T14:32:58+00:00	2023-02-23T10:44:16+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	179.08	15.89							NEW YORK	NY	10003-6770	US		FALSE			FALSE
002-3503639-3293820	002-3503639-3293820	2023-02-21T13:38:27+00:00	2023-02-22T17:23:21+00:00	Shipped	Amazon	Amazon.com			NextDay	REDACTED_2	Shipped	1	USD	84.58		3.22						PITTSBURGH	PA	15218-1412	US		FALSE			FALSE
000-3880586-4888203	000-3880586-4888203	2023-02-21T12:33:55+00:00	2023-02-23T04:07:51+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.62	2.25							GRAND JUNCTION	CO	81505-9401	US		FALSE			FALSE
000-0684063-2903833	000-0684063-2903833	2023-02-21T12:30:05+00:00	2023-02-24T21:12:06+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	65.68		7.68					7.68	BEAVERTON	OR	97008-6435	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
003-2386058-4993853	003-2386058-4993853	2023-02-21T09:04:22+00:00	2023-02-22T07:49:53+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.62	4.05							SHERMAN OAKS	CA	91423-1872	US		FALSE			FALSE
002-9349503-8345035	002-9349503-8345035	2023-02-21T08:02:06+00:00	2023-02-22T18:20:21+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	248.06	20.5							RENO	NV	89511-4352	US		FALSE			FALSE
003-9038908-3038645	003-9038908-3038645	2023-02-21T07:32:03+00:00	2023-02-22T09:49:35+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	236.25	18.9							GIG HARBOR	WA	98329-5545	US		FALSE			FALSE
002-8040908-3432232	002-8040908-3432232	2023-02-21T04:11:37+00:00	2023-02-21T18:09:00+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	65.68	6.32							SAN MATEO	CA	94403-3960	US		FALSE			FALSE
004-3342396-5320008	004-3342396-5320008	2023-02-21T03:57:00+00:00	2023-02-23T10:44:13+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	75.13								Englewood	NJ	7631	US		FALSE			FALSE
004-4430336-0339430	004-4430336-0339430	2023-02-21T03:47:39+00:00	2023-02-21T23:35:45+00:00	Cancelled	Amazon	Amazon.com			Expedited	REDACTED_2	Cancelled	0										WELLESLEY HILLS	MA	02481-1220	US		FALSE			FALSE
003-5330935-5920262	003-5330935-5920262	2023-02-21T03:00:13+00:00	2023-02-21T08:17:11+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	2.47							SAN ANTONIO	TX	78251-2611	US		FALSE			FALSE
002-4203362-9633858	002-4203362-9633858	2023-02-21T02:48:03+00:00	2023-02-21T23:19:28+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	75.13	5.45							RALEIGH	NC	27607-6039	US		FALSE			FALSE
002-2660434-4820266	002-2660434-4820266	2023-02-21T02:13:11+00:00	2023-02-23T05:11:12+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	94.03	7.88							LAS VEGAS	NV	89138	US		FALSE			FALSE
000-0005503-6804603	000-0005503-6804603	2023-02-21T02:09:02+00:00	2023-02-27T22:33:45+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	79.85	5.59							BOCA RATON	FL	33496-1923	US		FALSE			FALSE
004-4050038-5033060	004-4050038-5033060	2023-02-21T01:04:21+00:00	2023-02-21T09:28:56+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	131.83	9.23							Miami	FL	33186-6663	US		FALSE			FALSE
004-4050038-5033060	004-4050038-5033060	2023-02-21T01:04:21+00:00	2023-02-21T09:28:56+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	131.83	9.23							Miami	FL	33186-6663	US		FALSE			FALSE
000-0623002-6205848	000-0623002-6205848	2023-02-21T00:54:33+00:00	2023-02-21T17:26:02+00:00	Shipped	Amazon	Amazon.com			NextDay	REDACTED_2	Shipped	1	USD	101.59	9.91	10.68	1.04					ORINDA	CA	94563-1109	US		FALSE			FALSE
003-8432090-4926653	003-8432090-4926653	2023-02-21T00:48:42+00:00	2023-02-23T21:42:51+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	24.19	8.1					8.1	NOLENSVILLE	TN	37135-2949	US	US Core Free Shipping Promotion A3JU1FCINF5SD0	FALSE			FALSE
004-5498032-5933023	004-5498032-5933023	2023-02-21T00:35:02+00:00	2023-02-23T17:36:43+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	84.58								CLIFFSIDE PARK	NJ	07010-3231	US		FALSE			FALSE
002-8435338-2665809	002-8435338-2665809	2023-02-20T23:23:40+00:00	2023-02-21T21:46:13+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	55.53	4.3							SAN DIEGO	CALIFORNIA	92110-6004	US		FALSE			FALSE
002-3846649-3999440	002-3846649-3999440	2023-02-20T23:03:00+00:00	2023-02-21T19:44:03+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	8.74							CAVE CREEK	AZ	85331-8556	US		FALSE			FALSE
004-8003436-9306649	004-8003436-9306649	2023-02-20T22:29:38+00:00	2023-02-21T22:45:22+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	67.21	4.7							ODESSA	FL	33556-2290	US		FALSE			FALSE
003-5903005-2359449	003-5903005-2359449	2023-02-20T20:43:20+00:00	2023-02-21T05:31:21+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	250.92	19.57							Cincinnati	OH	45233-4447	US		FALSE			FALSE
002-9382392-0069022	002-9382392-0069022	2023-02-20T19:58:42+00:00	2023-02-21T15:35:50+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	59.84	6.13							SEATTLE	WA	98105-3739	US		FALSE			FALSE
003-3306202-4660242	003-3306202-4660242	2023-02-20T19:01:24+00:00	2023-02-20T19:02:36+00:00	Cancelled	Amazon	Amazon.com			Expedited	REDACTED_2	Cancelled	0										Cincinnati	OH	45233-4447	US		FALSE			FALSE
003-2280309-0955444	003-2280309-0955444	2023-02-20T18:55:03+00:00	2023-02-22T08:12:15+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	17.36							DULUTH	GA	30097-6661	US		FALSE			FALSE
000-3280343-5993060	000-3280343-5993060	2023-02-20T17:24:10+00:00	2023-02-21T03:36:17+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	248.06	20.46							PLANO	TX	75093-7589	US		FALSE			FALSE
000-3083635-3553006	000-3083635-3553006	2023-02-20T17:15:30+00:00	2023-02-22T00:28:07+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	131.83	7.25							LINCOLN	NE	68527-1807	US		FALSE			FALSE
004-9904334-5288226	004-9904334-5288226	2023-02-20T16:59:16+00:00	2023-02-23T19:51:54+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	75.13	6.2							HEATH	TEXAS	75032-6648	US		FALSE			FALSE
003-6323050-8963450	003-6323050-8963450	2023-02-20T16:20:01+00:00	2023-02-21T20:56:29+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	55.53								BUDD LAKE	NJ	07828-2539	US		FALSE			FALSE
000-9320508-4969065	000-9320508-4969065	2023-02-20T16:10:24+00:00	2023-02-22T10:55:31+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	248.06	14.88							NORTH POTOMAC	MD	20878-4856	US		FALSE			FALSE
000-3330805-3335403	000-3330805-3335403	2023-02-20T14:48:18+00:00	2023-02-22T00:01:35+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58	5.37							GREENWICH	CT	06831-4133	US		FALSE			FALSE
002-6046345-5009866	002-6046345-5009866	2023-02-20T14:36:03+00:00	2023-02-21T02:49:33+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68								WAYZATA	MN	55391-3170	US		FALSE			FALSE
004-5384806-8300026	004-5384806-8300026	2023-02-20T14:23:27+00:00	2023-02-21T07:53:12+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.62	3.41							BIRMINGHAM	AL	35242-2436	US		FALSE			FALSE
000-3058500-2033830	000-3058500-2033830	2023-02-20T13:51:06+00:00	2023-02-22T20:29:06+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	42.62	1.7							AU SABLE FORKS	NY	12912-0217	US		FALSE			FALSE
002-0885923-3460240	002-0885923-3460240	2023-02-20T13:40:01+00:00	2023-02-20T13:40:33+00:00	Cancelled	Amazon	Amazon.com			Standard	REDACTED_2	Cancelled	0										Bancroft	WI	54921	US		FALSE			FALSE
002-6365639-4630403	002-6365639-4630403	2023-02-20T13:38:10+00:00	2023-02-20T13:41:29+00:00	Cancelled	Amazon	Amazon.com			Standard	REDACTED_2	Cancelled	0										Bancroft	WI	54921	US		FALSE			FALSE
002-8635395-6433023	002-8635395-6433023	2023-02-20T13:31:39+00:00	2023-02-21T04:27:26+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	44.95	2.92							ORLANDO	FL	32828-7797	US		FALSE			FALSE
002-6338800-3598666	002-6338800-3598666	2023-02-20T13:22:57+00:00	2023-02-21T02:14:44+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	40.59	2.44							GERMANTOWN	MD	20874-3488	US		FALSE			FALSE
002-9003250-9300655	002-9003250-9300655	2023-02-20T06:35:21+00:00	2023-02-21T04:22:12+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	210	16.8							BESSEMER	AL	35023-7092	US		FALSE			FALSE
000-0980423-3044266	000-0980423-3044266	2023-02-20T06:29:08+00:00	2023-02-21T05:53:27+00:00	Shipped	Amazon	Amazon.com			SecondDay	REDACTED_2	Shipped	1	USD	131.83	12.13							GLENDALE	AZ	85308-6081	US		FALSE			FALSE
004-5433205-4565028	004-5433205-4565028	2023-02-20T05:55:03+00:00	2023-02-20T19:21:11+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95								ST AUGUSTINE	FL	32095-8263	US		TRUE			FALSE
004-2684540-0326650	004-2684540-0326650	2023-02-20T05:35:37+00:00	2023-02-20T20:04:07+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03	5.64							VIRGINIA BEACH	VA	23451-3739	US		FALSE			FALSE
004-2980450-8042620	004-2980450-8042620	2023-02-20T05:00:41+00:00	2023-02-20T16:59:51+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	68.45	6.5							Studio City	CA	91604	US		FALSE			FALSE
003-4335929-2033833	003-4335929-2033833	2023-02-20T04:54:42+00:00	2023-02-24T11:23:15+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	2.17							SANDY	UT	84092-4426	US		FALSE			FALSE
003-0394034-3033040	003-0394034-3033040	2023-02-20T04:27:45+00:00	2023-02-22T12:44:42+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	55.53	5	3.64	0.33					ROHNERT PARK	CA	94928-1576	US		FALSE			FALSE
004-4555034-5438659	004-4555034-5438659	2023-02-20T04:07:07+00:00	2023-02-21T22:40:58+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	42.62	3.2							JACKSONVILLE	FL	32202-5458	US		FALSE			FALSE
003-4003909-4082660	003-4003909-4082660	2023-02-20T03:51:22+00:00	2023-02-22T07:20:07+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_1	Shipped	1	USD	29.95	2.7							CHAMPAIGN	IL	61820-6706	US		FALSE			FALSE
003-8503968-6845826	003-8503968-6845826	2023-02-20T03:43:32+00:00	2023-02-22T20:16:38+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	14.88							FOREST HILL	MD	21050-1415	US		FALSE			FALSE
003-8503968-6845826	003-8503968-6845826	2023-02-20T03:43:32+00:00	2023-02-22T20:16:38+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	248.06	14.88							FOREST HILL	MD	21050-1415	US		FALSE			FALSE
004-0398395-3049009	004-0398395-3049009	2023-02-20T03:21:46+00:00	2023-02-20T20:38:56+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	94.03								READING	MA	01867-1723	US		FALSE			FALSE
000-3559350-3000000	000-3559350-3000000	2023-02-20T03:19:59+00:00	2023-02-20T17:00:19+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	181.53	11.35							ARGYLE	TX	76226-2084	US		FALSE			FALSE
003-6320200-9508636	003-6320200-9508636	2023-02-20T03:12:51+00:00	2023-02-22T10:55:13+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	259.88	22.41							GARDEN CITY	NY	11530-4116	US		FALSE			FALSE
003-8380409-6302636	003-8380409-6302636	2023-02-20T02:29:51+00:00	2023-02-21T09:34:24+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	64.14	3.85							MC LEAN	VA	22102-1719	US		FALSE			FALSE
000-5062236-4903460	000-5062236-4903460	2023-02-20T02:23:28+00:00	2023-02-20T10:16:22+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68								SOUTH ROYALTON	VT	05068-5222	US		FALSE			FALSE
004-8603633-3342653	004-8603633-3342653	2023-02-20T02:15:37+00:00	2023-02-21T21:26:59+00:00	Shipped	Amazon	Amazon.com			Standard	REDACTED_2	Shipped	1	USD	179.08	9.85							FRANKLIN	WI	53132-8549	US		FALSE			FALSE
003-3653448-6950600	003-3653448-6950600	2023-02-20T02:14:31+00:00	2023-02-20T21:53:10+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	84.58								Needham	MA	2492	US		FALSE			FALSE
002-8603803-4330420	002-8603803-4330420	2023-02-20T02:11:55+00:00	2023-02-21T22:24:28+00:00	Shipped	Amazon	Amazon.com			NextDay	REDACTED_2	Shipped	1	USD	94.03	3.67							CASTLE ROCK	CO	80109-3735	US		FALSE			FALSE
004-2335900-0084208	004-2335900-0084208	2023-02-20T01:36:21+00:00	2023-02-23T02:25:37+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	65.68	3.94							VIRGINIA BEACH	VA	23451-3739	US		FALSE			FALSE
003-5005330-0954602	003-5005330-0954602	2023-02-20T01:08:00+00:00	2023-02-23T18:33:55+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	79.85	6.39							HIGHLAND PARK	IL	60035-1525	US		FALSE			FALSE
003-5005330-0954602	003-5005330-0954602	2023-02-20T01:08:00+00:00	2023-02-23T18:33:55+00:00	Shipped	Amazon	Amazon.com			Expedited	REDACTED_2	Shipped	1	USD	67.21	5.38							HIGHLAND PARK	IL	60035-1525	US		FALSE			FALSE
